 12Z 07 07 2017,  15.79 ,  25.54
 00Z 08 07 2017,  86.21 ,  19.09
 12Z 08 07 2017,  124.00 ,  13.63
 00Z 09 07 2017,  2.13 ,  19.06
 12Z 09 07 2017,  151.43 ,  13.97
 00Z 10 07 2017,  0.00 ,  19.21
 12Z 10 07 2017,  132.49 ,  18.20
 00Z 11 07 2017,  120.41 ,  24.59
 12Z 11 07 2017,  23.91 ,  17.73
 00Z 12 07 2017,  0.00 ,  17.85
 12Z 12 07 2017,  0.00 ,  15.40
 00Z 13 07 2017,  0.00 ,  20.18
 12Z 13 07 2017,  0.00 ,  16.45
 00Z 14 07 2017,  0.00 ,  23.23
 12Z 14 07 2017,  49.30 ,  21.39
 00Z 15 07 2017,  0.00 ,  21.73
 12Z 15 07 2017,  46.01 ,  21.63
 00Z 16 07 2017,  2.52 ,  25.05
 12Z 16 07 2017,  0.00 ,  21.43
 00Z 17 07 2017,  139.13 ,  24.38
 12Z 17 07 2017,  303.80 ,  18.32
 00Z 18 07 2017,  68.02 ,  28.15
 12Z 18 07 2017,  0.00 ,  23.23
 00Z 19 07 2017,  0.00 ,  35.69
 12Z 19 07 2017,  33.60 ,  20.60
 00Z 20 07 2017,  0.00 ,  29.57
 12Z 20 07 2017,  176.43 ,  21.22
 00Z 21 07 2017,  0.00 ,  34.75
 12Z 21 07 2017,  87.44 ,  30.42
 00Z 22 07 2017,  0.00 ,  18.25
 12Z 22 07 2017,  0.00 ,  20.89
 00Z 23 07 2017,  0.00 ,  23.15
 12Z 23 07 2017,  0.07 ,  26.28
 00Z 24 07 2017,  0.00 ,  25.82
 12Z 24 07 2017,  21.33 ,  23.29
 00Z 25 07 2017,  0.00 ,  25.72
 12Z 25 07 2017,  0.00 ,  23.31
 00Z 26 07 2017,  286.44 ,  31.07
 12Z 26 07 2017,  158.19 ,  24.06
 00Z 27 07 2017,  83.79 ,  33.09
 12Z 27 07 2017,  76.99 ,  22.77
 00Z 28 07 2017,  0.00 ,  23.13
 12Z 28 07 2017,  0.00 ,  20.44
 00Z 29 07 2017,  0.00 ,  19.54
 12Z 29 07 2017,  677.12 ,  27.68
 00Z 30 07 2017,  125.84 ,  31.33
 12Z 30 07 2017,  0.00 ,  27.41
 00Z 31 07 2017,  7.82 ,  32.50
 12Z 31 07 2017,  0.00 ,  30.15
 00Z 01 08 2017,  0.00 ,  33.33
 12Z 01 08 2017,  0.00 ,  24.70
 00Z 02 08 2017,  0.00 ,  29.21
 12Z 02 08 2017,  0.00 ,  23.67
 00Z 03 08 2017,  0.00 ,  25.22
 12Z 03 08 2017,  0.00 ,  23.21
 00Z 04 08 2017,  0.00 ,  25.87
 12Z 04 08 2017,  0.00 ,  20.93
 00Z 05 08 2017,  97.02 ,  30.39
 12Z 05 08 2017,  287.39 ,  34.00
 00Z 06 08 2017,  0.00 ,  34.55
 12Z 06 08 2017,  0.00 ,  28.78
 00Z 07 08 2017,  192.88 ,  36.50
 12Z 07 08 2017,  818.02 ,  32.94
 00Z 08 08 2017,  32.40 ,  22.51
 12Z 08 08 2017,  146.08 ,  21.37
 00Z 09 08 2017,  235.33 ,  31.48
 12Z 09 08 2017,  62.08 ,  29.49
 00Z 10 08 2017,  0.00 ,  20.59
 12Z 10 08 2017,  0.00 ,  17.02
 00Z 11 08 2017,  0.00 ,  21.03
 12Z 11 08 2017,  0.00 ,  17.73
 00Z 12 08 2017,  0.00 ,  20.92
 12Z 12 08 2017,  0.00 ,  22.40
 00Z 13 08 2017,  0.00 ,  23.07
 12Z 13 08 2017,  0.00 ,  21.59
 00Z 14 08 2017,  0.00 ,  23.52
 12Z 14 08 2017,  0.00 ,  17.78
 00Z 15 08 2017,  0.00 ,  18.86
 12Z 15 08 2017,  0.00 ,  17.80
 00Z 16 08 2017,  0.00 ,  20.87
 12Z 16 08 2017,  54.72 ,  19.46
 00Z 17 08 2017,  2.39 ,  17.82
 12Z 17 08 2017,  155.99 ,  17.51
 00Z 18 08 2017,  54.44 ,  24.52
 12Z 18 08 2017,  633.30 ,  20.38
 00Z 19 08 2017,  53.39 ,  24.13
 12Z 19 08 2017,  177.66 ,  21.10
 00Z 20 08 2017,  384.65 ,  22.59
 12Z 20 08 2017,  190.25 ,  23.29
 00Z 21 08 2017,  0.00 ,  24.62
 12Z 21 08 2017,  63.31 ,  18.85
 00Z 22 08 2017,  0.00 ,  22.17
 12Z 22 08 2017,  0.00 ,  16.96
 00Z 23 08 2017,  0.00 ,  20.94
 12Z 23 08 2017,  0.00 ,  23.50
 00Z 24 08 2017,  0.00 ,  29.36
 12Z 24 08 2017,  0.00 ,  18.87
 00Z 25 08 2017,  0.00 ,  22.79
 12Z 25 08 2017,  0.00 ,  16.90
 00Z 26 08 2017,  0.00 ,  25.19
